0, 0, Header, 0, 1, 240
1, 0, Start_track
1, 0, Tempo, 759494
1, 3, Note_on_c, 1, 72, 96
1, 3, Note_on_c, 1, 72, 96
1, 3, Note_on_c, 1, 48, 96
1, 5, Note_off_c, 1, 72, 96
1, 5, Note_off_c, 1, 72, 96
1, 5, Note_off_c, 1, 48, 96
1, 5, Note_on_c, 1, 79, 96
1, 6, Note_off_c, 1, 79, 96
1, 78, Note_on_c, 1, 79, 96
1, 79, Note_off_c, 1, 79, 96
1, 122, Note_on_c, 1, 43, 96
1, 125, Note_off_c, 1, 43, 96
1, 125, Note_on_c, 1, 77, 96
1, 125, Note_on_c, 1, 55, 96
1, 127, Note_off_c, 1, 77, 96
1, 127, Note_off_c, 1, 55, 96
1, 127, Note_on_c, 1, 81, 96
1, 128, Note_off_c, 1, 81, 96
1, 243, Note_on_c, 1, 59, 96
1, 246, Note_off_c, 1, 59, 96
1, 246, Note_on_c, 1, 62, 96
1, 246, Note_on_c, 1, 65, 96
1, 248, Note_off_c, 1, 62, 96
1, 248, Note_off_c, 1, 65, 96
1, 248, Note_on_c, 1, 55, 96
1, 249, Note_off_c, 1, 55, 96
1, 365, Note_on_c, 1, 41, 96
1, 366, Note_off_c, 1, 41, 96
1, 429, Note_on_c, 1, 84, 96
1, 430, Note_off_c, 1, 84, 96
1, 483, Note_on_c, 1, 58, 96
1, 485, Note_off_c, 1, 58, 96
1, 485, Note_on_c, 1, 84, 96
1, 487, Note_off_c, 1, 84, 96
1, 487, Note_on_c, 1, 55, 96
1, 489, Note_off_c, 1, 55, 96
1, 489, Note_on_c, 1, 58, 96
1, 490, Note_off_c, 1, 58, 96
1, 556, Note_on_c, 1, 73, 96
1, 557, Note_off_c, 1, 73, 96
1, 613, Note_on_c, 1, 80, 96
1, 614, Note_off_c, 1, 80, 96
1, 618, Note_on_c, 1, 56, 96
1, 618, Note_on_c, 1, 58, 96
1, 621, Note_off_c, 1, 56, 96
1, 621, Note_off_c, 1, 58, 96
1, 621, Note_on_c, 1, 62, 96
1, 621, Note_on_c, 1, 65, 96
1, 622, Note_off_c, 1, 62, 96
1, 622, Note_off_c, 1, 65, 96
1, 734, Note_on_c, 1, 41, 96
1, 735, Note_off_c, 1, 41, 96
1, 737, Note_on_c, 1, 53, 96
1, 738, Note_off_c, 1, 53, 96
1, 741, Note_on_c, 1, 34, 96
1, 742, Note_off_c, 1, 34, 96
1, 984, Note_on_c, 1, 79, 96
1, 984, Note_on_c, 1, 59, 96
1, 989, Note_off_c, 1, 79, 96
1, 989, Note_off_c, 1, 59, 96
1, 989, Note_on_c, 1, 75, 96
1, 989, Note_on_c, 1, 81, 96
1, 989, Note_on_c, 1, 72, 96
1, 989, Note_on_c, 1, 47, 96
1, 990, Note_off_c, 1, 75, 96
1, 990, Note_off_c, 1, 81, 96
1, 990, Note_off_c, 1, 72, 96
1, 990, Note_off_c, 1, 47, 96
1, 1110, Note_on_c, 1, 62, 96
1, 1111, Note_off_c, 1, 62, 96
1, 1113, Note_on_c, 1, 50, 96
1, 1114, Note_off_c, 1, 50, 96
1, 1168, Note_on_c, 1, 76, 96
1, 1170, Note_off_c, 1, 76, 96
1, 1170, Note_on_c, 1, 81, 96
1, 1171, Note_off_c, 1, 81, 96
1, 1173, Note_on_c, 1, 72, 96
1, 1174, Note_off_c, 1, 72, 96
1, 1228, Note_on_c, 1, 55, 96
1, 1229, Note_off_c, 1, 55, 96
1, 1236, Note_on_c, 1, 43, 96
1, 1237, Note_off_c, 1, 43, 96
1, 1294, Note_on_c, 1, 47, 96
1, 1295, Note_off_c, 1, 47, 96
1, 1353, Note_on_c, 1, 53, 96
1, 1354, Note_off_c, 1, 53, 96
1, 1474, Note_on_c, 1, 53, 96
1, 1475, Note_off_c, 1, 53, 96
1, 1478, Note_on_c, 1, 59, 96
