0, 0, Header, 0, 1, 240
1, 0, Start_track
1, 0, Tempo, 555555
1, 3, Note_on_c, 1, 42, 96
1, 3, Note_on_c, 1, 57, 96
1, 3, Note_on_c, 1, 48, 96
1, 4, Note_off_c, 1, 42, 96
1, 4, Note_off_c, 1, 57, 96
1, 4, Note_off_c, 1, 48, 96
1, 15, Note_on_c, 1, 52, 96
1, 15, Note_on_c, 1, 43, 96
1, 16, Note_off_c, 1, 52, 96
1, 16, Note_off_c, 1, 43, 96
1, 45, Note_on_c, 1, 76, 96
1, 48, Note_off_c, 1, 76, 96
1, 48, Note_on_c, 1, 82, 96
1, 48, Note_on_c, 1, 85, 96
1, 49, Note_off_c, 1, 82, 96
1, 49, Note_off_c, 1, 85, 96
1, 113, Note_on_c, 1, 71, 96
1, 113, Note_on_c, 1, 83, 96
1, 113, Note_on_c, 1, 80, 96
1, 113, Note_on_c, 1, 44, 96
1, 113, Note_on_c, 1, 56, 96
1, 114, Note_off_c, 1, 71, 96
1, 114, Note_off_c, 1, 83, 96
1, 114, Note_off_c, 1, 80, 96
1, 114, Note_off_c, 1, 44, 96
1, 114, Note_off_c, 1, 56, 96
1, 144, Note_on_c, 1, 84, 96
1, 145, Note_off_c, 1, 84, 96
1, 176, Note_on_c, 1, 38, 96
1, 176, Note_on_c, 1, 50, 96
1, 179, Note_off_c, 1, 38, 96
1, 179, Note_off_c, 1, 50, 96
1, 179, Note_on_c, 1, 74, 96
1, 179, Note_on_c, 1, 60, 96
1, 180, Note_off_c, 1, 74, 96
1, 180, Note_off_c, 1, 60, 96
1, 186, Note_on_c, 1, 81, 96
1, 188, Note_off_c, 1, 81, 96
1, 188, Note_on_c, 1, 84, 96
1, 189, Note_off_c, 1, 84, 96
1, 196, Note_on_c, 1, 81, 96
1, 197, Note_off_c, 1, 81, 96
1, 208, Note_on_c, 1, 83, 96
1, 208, Note_on_c, 1, 77, 96
1, 208, Note_on_c, 1, 86, 96
1, 208, Note_on_c, 1, 91, 96
1, 209, Note_off_c, 1, 83, 96
1, 209, Note_off_c, 1, 77, 96
1, 209, Note_off_c, 1, 86, 96
1, 209, Note_off_c, 1, 91, 96
1, 229, Note_on_c, 1, 78, 96
1, 230, Note_off_c, 1, 78, 96
1, 237, Note_on_c, 1, 74, 96
1, 238, Note_off_c, 1, 74, 96
1, 244, Note_on_c, 1, 83, 96
1, 245, Note_off_c, 1, 83, 96
1, 249, Note_on_c, 1, 47, 96
1, 249, Note_on_c, 1, 79, 96
1, 249, Note_on_c, 1, 74, 96
1, 250, Note_off_c, 1, 47, 96
1, 250, Note_off_c, 1, 79, 96
1, 250, Note_off_c, 1, 74, 96
1, 252, Note_on_c, 1, 74, 96
1, 253, Note_off_c, 1, 74, 96
1, 255, Note_on_c, 1, 83, 96
1, 256, Note_off_c, 1, 83, 96
1, 259, Note_on_c, 1, 71, 96
1, 259, Note_on_c, 1, 83, 96
1, 260, Note_off_c, 1, 71, 96
1, 260, Note_off_c, 1, 83, 96
1, 272, Note_on_c, 1, 79, 96
1, 272, Note_on_c, 1, 82, 96
1, 273, Note_off_c, 1, 79, 96
1, 273, Note_off_c, 1, 82, 96
1, 279, Note_on_c, 1, 70, 96
1, 279, Note_on_c, 1, 82, 96
1, 280, Note_off_c, 1, 70, 96
1, 280, Note_off_c, 1, 82, 96
1, 288, Note_on_c, 1, 86, 96
1, 288, Note_on_c, 1, 82, 96
1, 288, Note_on_c, 1, 79, 96
1, 289, Note_off_c, 1, 86, 96
1, 289, Note_off_c, 1, 82, 96
1, 289, Note_off_c, 1, 79, 96
1, 306, Note_on_c, 1, 62, 96
1, 306, Note_on_c, 1, 58, 96
1, 306, Note_on_c, 1, 82, 96
1, 306, Note_on_c, 1, 70, 96
1, 307, Note_off_c, 1, 62, 96
1, 307, Note_off_c, 1, 58, 96
1, 307, Note_off_c, 1, 82, 96
