0, 0, Header, 0, 1, 180
1, 0, Start_track
1, 0, Tempo, 555555
1, 4, Note_on_c, 1, 76, 96
1, 4, Note_on_c, 1, 79, 96
1, 4, Note_on_c, 1, 67, 96
1, 4, Note_on_c, 1, 62, 96
1, 5, Note_off_c, 1, 76, 96
1, 5, Note_off_c, 1, 79, 96
1, 5, Note_off_c, 1, 67, 96
1, 5, Note_off_c, 1, 62, 96
1, 36, Note_on_c, 1, 74, 96
1, 37, Note_off_c, 1, 74, 96
1, 68, Note_on_c, 1, 79, 96
1, 68, Note_on_c, 1, 67, 96
1, 68, Note_on_c, 1, 55, 96
1, 69, Note_off_c, 1, 79, 96
1, 69, Note_off_c, 1, 67, 96
1, 69, Note_off_c, 1, 55, 96
1, 99, Note_on_c, 1, 68, 96
1, 100, Note_off_c, 1, 68, 96
1, 133, Note_on_c, 1, 79, 96
1, 133, Note_on_c, 1, 58, 96
1, 133, Note_on_c, 1, 53, 96
1, 133, Note_on_c, 1, 62, 96
1, 134, Note_off_c, 1, 79, 96
1, 134, Note_off_c, 1, 58, 96
1, 134, Note_off_c, 1, 53, 96
1, 134, Note_off_c, 1, 62, 96
1, 195, Note_on_c, 1, 62, 96
1, 195, Note_on_c, 1, 46, 96
1, 196, Note_off_c, 1, 62, 96
1, 196, Note_off_c, 1, 46, 96
1, 227, Note_on_c, 1, 70, 96
1, 227, Note_on_c, 1, 58, 96
1, 228, Note_off_c, 1, 70, 96
1, 228, Note_off_c, 1, 58, 96
1, 259, Note_on_c, 1, 70, 96
1, 259, Note_on_c, 1, 55, 96
1, 260, Note_off_c, 1, 70, 96
1, 260, Note_off_c, 1, 55, 96
1, 321, Note_on_c, 1, 67, 96
1, 321, Note_on_c, 1, 53, 96
1, 322, Note_off_c, 1, 67, 96
1, 322, Note_off_c, 1, 53, 96
1, 383, Note_on_c, 1, 65, 96
1, 383, Note_on_c, 1, 47, 96
1, 384, Note_off_c, 1, 65, 96
1, 384, Note_off_c, 1, 47, 96
